appid,name,price,positive_ratings,negative_ratings,total_ratings
564750,Dimension Jump,11.39,28,8,36
564810,Ticket,4.79,28,1,29
564900,Space Hotel,1.59,20,32,52
564920,Smoots Tennis Survival Zombie,3.99,1,2,3
564940,Alone With You,6.99,31,7,38
564950,Starfighter Origins,14.99,11,18,29
564960,Return to Krondor,4.79,11,14,25
564980,Killer Klownz,1.59,4,6,10
564990,Olav: the story of one boy,1.99,7,2,9
565020,Global Adventures,0.00,65,104,169
565030,Blueshift,0.00,139,30,169
565110,Mobile Astro,0.00,17,1,18
565120,The Station,11.39,267,62,329
565140,Chimeras: Tune of Revenge Collector's Edition,6.99,1,0,1
565170,Blade Strangers,30.99,61,24,85
565190,Spacecats with Lasers VR,3.99,18,0,18
565200,Gem Monster,1.99,20,5,25
565330,Twisted,6.99,1,2,3
565380,Cargo Cult: Shoot'n'Loot VR,10.99,29,10,39
565390,Hyperun,4.79,64,4,68
565490,Tier 1,3.99,0,1,1
565540,The Turkey of Christmas Past,5.99,8,3,11
565550,Redneck Rampage,6.99,39,20,59
565600,Christmas Stories: Nutcracker Collector's Edition,6.99,9,4,13
565640,Colorful Life,0.00,5,9,14
565650,SWAM,1.69,3,1,4
565660,Akihabara - Feel the Rhythm,3.99,25,13,38
565670,Kunlun Fight,14.99,11,4,15
565690,Ayakashigami,5.19,21,0,21
565720,Pretty Girls Panic!,1.59,219,49,268
565730,Sanctuary VR (Also contains non-VR version),0.00,7,4,11
565860,Tomato Way,2.79,198,67,265
565910,Trainscape,14.99,6,0,6
565980,Evertree Inn,2.89,15,6,21
566050,Zeus + Poseidon,6.99,274,27,301
566060,The Crypts of Anak Shaba - VR,0.79,31,51,82
566090,The Bard's Tale IV: Barrows Deep,27.99,912,474,1386
566130,Witly - language tutoring in VR,0.00,5,4,9
566140,Holo-Graham,2.09,1,0,1
566150,Bowling at the Lake,0.00,9,7,16
566160,Zup! 6,0.79,1052,74,1126
566170,Elephant Express VR,4.99,0,1,1
566180,Fractal,4.99,3,2,5
566190,The Search,2.79,39,19,58
566200,Minions, Monsters, and Madness,2.79,4,1,5
566220,Brain In My Head,0.79,192,246,438
566270,Child Of Ault,6.99,36,6,42
566320,An Octonaut Odyssey,3.99,9,1,10
566350,Quizality,3.99,9,3,12
566380,Speedball Arena,7.19,30,8,38
566410,Once upon a time,0.00,5,10,15
566420,Marinatide,5.19,6,3,9
566430,Ultimus bellum,7.19,19,9,28
566530,Mass Exodus,10.99,142,38,180
566540,Labyrinth of Refrain: Coven of Dusk / ルフランの地下迷宮と魔女ノ旅団,49.99,172,44,216
566550,Rule Your School,2.09,17,21,38
566560,Fighters Unleashed,2.09,2,12,14
566570,Hover Skate VR,6.99,14,8,22
566580,The Jigsaw Puzzle Room,3.99,3,1,4
566640,DinoFense,10.99,1,0,1
566670,Save the Ninja Clan,0.79,85,7,92
566690,Meriwether: An American Epic,11.39,2,1,3
566700,Eye in the Sky,7.99,49,0,49
566730,UMA-War VR,2.79,1,2,3
566750,Crimson Trigger,9.29,19,3,22
566780,Beats Fever,11.39,42,12,54
566800,AmaranTime Arena,3.99,0,1,1
566810,Pixel bomb! bomb!!,1.99,0,1,1
566860,VR Dungeon Knight,14.99,496,73,569
566870,VR Monster Awakens,9.99,12,4,16
566880,Henry The Hamster Handler VR,3.99,20,3,23
566900,Wacky Wings VR,3.99,18,0,18
566910,Zombie Vikings: Stab-a-thon,0.00,29,14,43
566930,Rescue Team 6 Collector's Edition,4.79,6,1,7
566940,Claws & Feathers 2,4.99,7,0,7
566970,EscapeVR: Trapped Above the Clouds,9.29,19,1,20
566980,Crashimals,0.79,10,0,10
566990,Russian Car Driver,0.79,1005,159,1164
567000,Tapocalypse,1.99,55,32,87
567010,Game Royale 2 - The Secret of Jannis Island,3.99,74,15,89
567020,TILE,1.59,6,17,23
567030,Under Leaves,3.99,237,6,243
567040,AffordaGolf Online,1.59,13,26,39
567060,Putrefaction 2: Void Walker,3.99,144,37,181
567080,Wizards and Warlords,10.99,24,1,25
567130,Boogeyman 2,3.99,121,26,147
567140,Mahjong Magic Journey,3.99,18,7,25
567150,Mosaics Galore,3.99,31,6,37
567160,Katy and Bob: Safari Cafe,3.99,36,6,42
567170,Mystery Mine,3.19,53,50,103
567200,Incorp Inc,2.89,17,6,23
567210,Bunnyrama,1.99,42,4,46
567220,Scorch,2.09,13,8,21
567240,Drawn™: Trail of Shadows Collector's Edition,6.99,10,3,13
567250,Cat Goes Platform,1.59,47,43,90
567260,Super Death Arena,5.99,16,62,78
567270,HORROR OF THE DEEP,5.59,60,26,86
567280,Cube Runner,4.99,546,72,618
567290,Slash It,4.99,814,84,898
567320,VThree,5.79,46,49,95
567340,The Deal,4.99,24,1,25
567370,Atomic 79,2.89,69,3,72
567380,Heartbound,6.99,565,20,585
567430,Dodge Master,3.99,1,0,1
567480,HEPH,2.09,13,5,18
567580,Duke of Alpha Centauri,4.99,235,64,299
567600,RYAN BLACK,1.99,18,22,40
567620,The Strayed,2.89,1,1,2
567640,Danganronpa V3: Killing Harmony,30.99,3240,571,3811
567660,Baseball Riot,3.99,7,7,14
567670,Serious Sam 3 VR: BFE,30.99,232,27,259
567680,The Pasture,0.79,72,76,148
567730,Merry Snowballs,4.79,38,5,43
567750,Gamer Career Tycoon,5.19,138,34,172
567780,Satellite Repairman,2.99,18,10,28
567800,12 Labours of Hercules VI: Race for Olympus (Platinum Edition),1.99,115,11,126
567840,Brush Up VR,0.79,3,2,5
567860,Passage 4,5.99,8,1,9
567890,Zero-G,5.59,13,2,15
567980,Santa Rockstar,4.99,28,8,36
568020,Blind Love,0.79,51,1,52
568030,Last Mage Standing,1.99,16,3,19
568040,Macbat 64,1.69,78,13,91
568060,Hyper Void,6.99,3,0,3
568090,Tattletail,3.99,1335,157,1492
568130,Gum Guy,2.89,11,3,14
568160,Mayan Prophecies: Ship of Spirits Collector's Edition,6.99,3,0,3
568200,Duo,1.59,21,1,22
568220,Lobotomy Corporation , Monster Management Simulation,3424,407,3831
568240,Kung Fu Ping Pong,1.59,2,1,3
568250,Wanderer: The Rebirth,4.99,5,4,9
568300,The Sibling Experiment,0.00,15,6,21
568310,TRESPASS - Episode 2,14.99,11,1,12
568320,Pictopix,4.99,288,17,305
568330,(VR)西汉帝陵 The Han Dynasty Imperial Mausoleums,1.59,10,4,14
568340,Behind the Memory,2.79,41,29,70
568370,Castle Battles,6.99,29,2,31
568400,Depths of Limbo,5.19,27,10,37
568440,Not Dying Today,6.99,126,34,160
568450,Hoplite,0.79,37,19,56
568460,Ghostory,5.19,25,1,26
568470,Waking the Glares - Chapters I and II,1.69,16,9,25
568490,Frog Hop,3.99,9,0,9
568500,Atomic Reconstruction,1.59,14,2,16
568570,Force of Nature,5.79,1660,627,2287
568610,VERSUS: The Elite Trials,2.89,26,3,29
568670,Heroes of Dark Dungeon,2.09,8,3,11
568690,Smash Party VR,0.00,34,3,37
568720,The Agony,0.79,105,75,180
568750,甜点恋人 / Pastry Lovers,3.99,158,61,219
568770,Cinderella Phenomenon - Otome/Visual Novel,0.00,2128,68,2196
568780,Multishop Tycoon Deluxe,4.99,17,7,24
568800,Summer times Afternoon,5.59,14,5,19
568830,Witch of Ice Kingdom Ⅱ,2.89,29,8,37
568840,GunHero,5.79,4,0,4
568860,Psycho on the loose,1.69,15,7,22
568910,Ambition of the Slimes,3.99,12,1,13
568920,The Final Specimen: Arrival,6.99,23,2,25
568930,The Land of Pain,6.99,190,72,262
569010,Island Racer,3.99,6,5,11
569050,Paul Pixel - The Awakening,2.89,5,0,5
569130,Revenge Quest,2.09,6,0,6
569140,Paranormal Pursuit: The Gifted One Collector's Edition,6.99,5,0,5
569150,Dark Cases: The Blood Ruby Collector's Edition,6.99,5,0,5
569200,Space Rogue Classic,4.79,4,0,4
569210,Yozora Rhapsody,4.99,12,6,18
569220,Spycraft: The Great Game,4.79,6,1,7
569270,Sable Maze: Sullivan River Collector's Edition,6.99,2,0,2
569290,Metamorfose S,4.79,47,13,60
569340,Thing-in-Itself,1.99,62,19,81
569350,RoboCritters,0.79,7,4,11
569360,Pivot Pilot,4.99,31,2,33
569370,Bitdude,0.00,8,2,10
569380,Alicia Griffith – Lakeside Murder,6.99,29,9,38
569390,Street of Sanctuary VR,1.99,0,7,7
569420,VRQB,5.59,12,1,13
569430,A Demon's Game - Episode 1,2.79,26,12,38
569480,Kingdoms and Castles,6.99,6380,1119,7499
569490,Remain,3.19,15,14,29
569500,Monkey Land 3D: Reaper Rush,6.99,2,5,7
569520,The Mine,2.09,8,0,8
569530,Sky Noon,11.39,191,40,231
569570,Light Apprentice - The Comic Book RPG,6.99,41,5,46
569610,Distant Space,0.79,143,40,183
569630,Out of Ammo: Death Drive,7.19,49,14,63
569640,ZombieFight VR,14.99,30,28,58
569720,TUNNEL DIVERS,0.00,98,8,106
569760,Last Answer,3.99,51,74,125
569770,StarShip Constructor,3.99,150,51,201
569800,LEAVES - The Journey,5.59,79,25,104
569810,LEAVES - The Return,5.59,48,5,53
569840,FBI MANIA,0.79,39,25,64
569860,Thimbleweed Park™,14.99,1949,126,2075
569870,Experiment Gone Rogue,19.49,10,11,21
569940,Bocce Beach,2.79,4,2,6
570000,Old Friend,1.99,110,6,116
57000,NyxQuest: Kindred Spirits,1.99,87,9,96
570050,Raiden V: Director's Cut , 雷電 V Director's Cut ,81,45,126
570060,TacoFace,0.79,4,1,5
570090,articy:draft 3,74.99,25,6,31
570150,Constellation Distantia,3.99,12,5,17
570230,Deathlike: Awakening,6.99,8,5,13
570340,GoWings Safari,4.99,0,1,1
570350,Sorry. (Entschuldigung) ~ A Psychological Horror Visual Novel,2.39,19,12,31
570420,X Rebirth VR Edition,34.99,106,68,174
570460,Laser League,10.99,1080,209,1289
570470,Escape the Bunker,3.99,8,6,14
570490,SHENZHEN SOLITAIRE,1.99,46,2,48
570500,Child Phobia: Nightcoming Fears,1.59,41,14,55
570540,Amazon Odyssey,7.19,7,5,12
570580,Zork Anthology,4.79,10,3,13
570590,Solitaire VR,1.59,8,1,9
570600,Binary Trigger,5.79,4,0,4
570680,Zork: Grand Inquisitor,4.79,14,0,14
570690,Xmas Zombie Rampage,6.99,6,23,29
570710,Extinction,29.99,34,92,126
570770,古剑奇谭二(GuJian2),11.99,567,160,727
570780,古剑奇谭(GuJian),8.99,825,282,1107
570790,New Frontier Days ~Founding Pioneers~,6.99,7,14,21
570810,Rage Quest: The Worst Game,2.09,10,0,10
570840,家有大貓 Nekojishi,0.00,2512,165,2677
570850,Metal Assault,3.99,7,3,10
570860,AudioBeats,6.99,41,9,50
570890,Fallen,1.69,18,17,35
570910,Crazy Max VR,3.99,3,15,18
570940,DARK SOULS™: REMASTERED,34.99,8669,4014,12683
570970,ARENA an Age of Barbarians story,6.99,75,38,113
570980,Tale of Fallen Dragons,6.99,407,33,440
570,Dota 2,0.00,863507,142079,1005586
571020,Santa's Big Adventures,0.79,32,14,46
571050,Santa Sling,2.79,5,6,11
571060,Zork Nemesis: The Forbidden Lands,4.79,8,2,10
571080,FormulaNext,3.99,1,0,1
571230,Domino Craft VR,6.99,11,0,11
571260,THE KING OF FIGHTERS XIV STEAM EDITION,44.99,1531,365,1896
571310,SteamWorld Dig 2,14.99,1443,55,1498
571330,Idioctopus,4.99,8,0,8
571340,Seeking Evil: The Wendigo,3.99,27,18,45
571350,DED,0.00,337,79,416
571430,Drone Hero,4.79,14,1,15
571500,Magic Hour,0.00,4,0,4
571520,Kalaban,3.99,17,7,24
571530,Superdimension Neptune VS Sega Hard Girls , 超次元大戦ネプテューヌVSセガハードガールズ夢の合体スペシャル  ,633,37,670
571550,Hawks Tactical,2.79,3,2,5
571630,Puzzle Island VR,7.19,11,4,15
571660,Psyche Soldier VR,3.99,5,2,7
571680,Birthseederia,6.99,4,1,5
571720,One Piece: Unlimited World Red - Deluxe Edition,29.99,69,37,106
571740,Golf It!,5.99,3219,744,3963
571860,Galactic Core: The Lost Fleet (VR),7.19,8,8,16
571870,Little Jack's Adventures,0.79,19,16,35
571880,Angels with Scaly Wings,7.99,878,25,903
571910,Nightmare,3.19,20,27,47
572000,President Erect VR,0.00,56,19,75
57200,Puzzle Dimension,1.99,412,41,453
572010,No Way Out,0.79,38,36,74
572020,Darwin's Demons,2.09,25,3,28
572040,Felis,2.89,21,10,31
572050,Call to Power II,4.79,10,14,24
572130,Flock VR,1.99,7,0,7
572160,Golf for Workgroups,3.99,47,6,53
572170,DeadTruth: The Dark Path Ahead,5.99,5,5,10
572180,Zap Zone,1.99,20,0,20
572220,MageQuit,6.99,68,7,75
572240,Snake 3D Adventures,1.99,14,2,16
572290,The Existence Abstract,2.79,1,1,2
572300,Nyheim,2.79,44,18,62
572330,The Fan,4.79,42,19,61
572410,Steel Division: Normandy 44,34.99,3063,1204,4267
572430,Party Hard 2,15.49,526,99,625
572480,Orbiz,10.99,4,0,4
572520,Dropzone,0.00,557,243,800
572540,Tin Hearts,15.49,26,0,26
572570,Weather Lord: Royal Holidays Collector's Edition,5.99,10,1,11
572580,Incredible Dracula II: The Last Call Collector's Edition,5.99,11,6,17
572630,LyraVR,11.39,15,1,16
572640,Fake Happy End,6.99,7,1,8
572660,Nick,0.00,40,11,51
572700,Nancy Drew®: Sea of Darkness,15.49,18,2,20
572710,Nancy Drew®: Labyrinth of Lies,15.49,3,2,5
572720,Nancy Drew®: The Shattered Medallion,15.49,4,4,8
572730,Nancy Drew®: The Silent Spy,15.49,13,1,14
572740,Nancy Drew®: The Secret of Shadow Ranch,7.19,8,3,11
572760,Holiday Bonus GOLD,4.99,8,5,13
572890,Pikuniku,10.29,244,17,261
572980,Star Dust: The Book of Earth (VR),4.79,0,8,8
57300,Amnesia: The Dark Descent,14.99,20222,1199,21421
573040,School of Talent: SUZU-ROUTE,5.99,85,10,95
573050,Wojdan - وجدان,1.99,19,1,20
573060,LOGistICAL,6.99,125,35,160
573070,BAFL - Brakes Are For Losers,7.19,21,3,24
573080,Peregrin,10.99,114,28,142
573090,Stormworks: Build and Rescue,15.49,1478,171,1649
573100,Battlefleet Gothic: Armada 2,34.99,1334,487,1821
573110,AWAY: Journey to the Unexpected,13.49,16,18,34
573120,Dead In Vinland,15.49,355,79,434
573130,Aporia: Beyond The Valley,13.49,292,53,345
573170,Fidel Dungeon Rescue,7.19,269,11,280
573210,Mistwood Heroes,0.79,20,13,33
573260,THOSE DAMN ALIENS! VR,5.95,3,8,11
573270,Alcatraz: VR Escape Room,3.99,25,4,29
573280,Island Getaway,3.99,0,1,1
573300,Monumental Failure,6.99,22,5,27
573320,Underhero,10.99,223,20,243
573330,Equilibrium VR,1.69,3,4,7
573340,Northern Tale 2,2.79,4,1,5
573360,Warka Flarka Flim Flam,1.59,19,1,20
573370,Tyler: Model 005,7.99,28,7,35
573410,AI War 2,15.49,206,14,220
573460,Perch,5.59,5,4,9
573490,Interstellar Transport Company,19.99,164,32,196
573530,Isolation,0.00,11,12,23
573550,GoalkeepVr,2.79,17,4,21
573600,Think of the Children,6.99,52,34,86
573610,DOOORS VR,11.99,4,2,6
573650,3 days: Zoo Mystery,3.99,7,8,15
573660,AereA,11.39,19,22,41
573670,Adelantado Trilogy. Book Two,3.99,7,0,7
573680,Real Farm,15.49,60,107,167
573690,Adelantado Trilogy. Book Three,3.99,4,1,5
573700,Island Tribe 4,3.99,3,0,3
573710,Farm Mania 2,3.99,3,0,3
573720,Viking Saga: Epic Adventure,3.99,5,2,7
573740,Northern Tale 4,3.99,5,1,6
573750,Island Tribe 5,3.99,3,3,6
573760,Roads of Rome: New Generation,3.99,8,2,10
573770,RED,0.00,230,12,242
573780,Xenon Valkyrie,6.99,67,27,94
573790,Imperium Galactica,4.49,34,3,37
573800,Natari at the Bubble Planet,0.00,33,10,43
574010,Forestry,3.99,13,8,21
574030,Score a goal (Physical football),7.90,71,53,124
574040,Christmas Massacre VR,0.79,2,2,4
574050,DRAGON QUEST HEROES™ II,39.99,398,169,567
574070,Space Wars: Interstellar Empires,0.00,116,61,177
574080,Fog of War,3.99,380,346,726
574090,MOTHERGUNSHIP,19.99,370,93,463
574120,Sausage Sports Club,10.99,16,3,19
574140,Project LUX,18.99,166,22,188
574150,Samurai Sword VR,6.99,3,2,5
574160,Senko no Ronde 2 旋光の輪舞２,29.99,25,9,34
574170,Love Engine,5.59,6,2,8
574190,VR Snowballs,3.99,6,5,11
574200,EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER,15.49,39,11,50
574220,Ze VR,0.79,6,0,6
574260,The Secret Order 5: The Buried Kingdom,6.99,52,14,66
574270,Lost Grimoires 2: Shard of Mystery,6.99,51,11,62
574310,The Mooseman,4.99,445,44,489
574410,Demon Grade VR,7.19,1,0,1
574420,Dr. Doyle & The Mystery Of The Cloche Hat,6.99,8,1,9
574440,Ripple Effect,0.00,35,18,53
574500,Gearend,6.99,8,1,9
574520,EnterVR,6.99,1,3,4
574560,Dude, Stop,11.99,279,85,364
574580,To The Capital,1.59,44,20,64
574590,Koloro,7.19,18,0,18
574690,Mr. Triangle's Adventure,0.79,11,9,20
574710,Dark Shores,4.79,5,4,9
574740,Fausts Alptraum,0.00,441,39,480
574760,Starship Theory,8.99,439,363,802
574780,Naughty Or Nice,0.00,4,0,4
574810,Fight or Die,3.19,30,33,63
574820,Cat or Bread?,0.79,106,23,129
574850,Hardnoid,0.79,59,31,90
574860,Pale Moon Crisis,3.99,10,13,23
574890,Forgotten Chambers,14.99,24,4,28
574910,The Bits That Saved The Universe,1.69,7,0,7
574920,SpaceJourney VR,2.79,2,1,3
574940,Downward Spiral: Prologue,1.59,76,11,87
574980,Them's Fightin' Herds,11.39,998,97,1095
575000,Hellphobia,3.99,8,15,23
575010,Celestial Crossing,3.99,74,27,101
575030,Baru and the Spirit Prince,2.79,3,1,4
575060,Nemo_D.O,2.89,9,1,10
575080,Pleasure in Dream,4.79,0,1,1
575090,Flame of Memory,1.59,22,10,32
575100,Nukklerma: Robot Warfare,2.79,3,2,5
575110,Magic Lantern,3.99,23,2,25
575130,Danko and treasure map,1.59,60,9,69
575140,Cemetery Warrior 3,0.79,68,44,112
575210,Happy Drummer VR,6.99,41,6,47
575330,Oh...Sir! The Hollywood Roast,2.79,171,20,191
575340,Chessaria: The Tactical Adventure (Chess),15.49,52,13,65
575360,Ultimagus,2.79,5,0,5
575400,Try Hard Parking,1.59,62,15,77
575420,Chocolate,1.99,20,3,23
575430,VR Home,5.59,16,7,23
575450,Graceful Explosion Machine,9.99,24,5,29
575460,My Super Tower 2,0.79,38,26,64
575480,WAGAMAMA HIGH SPEC,29.99,104,12,116
575490,Let's Draw,1.59,321,307,628
575510,Sakura Agent,6.99,271,100,371
575550,Hell Girls,1.59,2769,299,3068
575560,Space Badminton VR,1.69,2,4,6
575570,ICED,6.99,100,37,137
575580,Queen of Seas,0.79,38,11,49
575590,Balloon Popping Pigs: Deluxe,0.79,35,1,36
575600,2017 VR,14.99,82,36,118
575630,Permute,1.59,22,18,40
575640,Zup! 3,0.79,3486,491,3977
575650,Lily's Day Off,1.99,139,18,157
575670,Five Elements,3.99,18,4,22
575680,Square n Fair,1.99,10,2,12
575690,PARKAN: THE IMPERIAL CHRONICLES,1.99,21,2,23
575700,Fruit Arranger,0.79,102,77,179
575710,Jump, Step, Step,3.99,7,1,8
575720,Mighty Party,0.00,832,486,1318
575740,Omega One,6.19,34,13,47
575750,Magic Box,0.79,8,11,19
575760,Project: R.E.B.O.O.T 2,0.79,14,11,25
575770,Dangerous Bullets,1.59,4,6,10
575780,Inner silence,0.79,8,14,22
575800,Arizona Rose and the Pharaohs' Riddles,6.99,5,3,8
575810,４人打ちアクション麻雀 / ACTION MAHJONG,6.99,12,1,13
575820,I Hate Running Backwards,10.99,94,12,106
575830,rooMaze,0.79,82,48,130
575840,NeverEnd,0.79,53,41,94
575850,Hartacon Tactics,3.99,15,12,27
575860,Tomb Joe,0.99,49,81,130
575870,Call to 10,1.59,18,41,59
575880,1979 Invasion Earth,1.59,23,4,27
575890,Katy and Bob Way Back Home,3.99,22,5,27
575900,Mosaics Galore 2,3.99,23,3,26
575910,Trump Simulator 2017,0.79,88,96,184
575920,Felix Jumpman,2.79,17,24,41
575940,The Tenth Line,6.99,68,9,77
575950,Blood Feed,3.99,219,123,342
575960,The Wisbey Mystery,5.59,39,25,64
575970,Golem Gates,19.49,68,9,77
575990,Knot,4.79,13,2,15
576010,SQR🔲,0.78,56,49,105
576020,Final Theosis,3.99,8,7,15
576030,MHRD,6.99,191,19,210
576050,Other Worlds India,0.79,29,26,55
576060,Faraway Islands,2.89,3,5,8
576100,Unknown Pharaoh,4.79,25,5,30
576110,Where is my Brain!?,4.79,3,5,8
576120,Purgatory II,0.79,8,8,16
576130,State of Anarchy: Master of Mayhem,0.99,227,48,275
576160,A Long Road Home,1.69,23,0,23
57620,Patrician IV - Steam Special Edition,9.99,153,129,282
576260,Winds Of Trade,9.29,78,42,120
576280,Arena Hero,11.39,35,4,39
576290,Huckleberry Falls,4.79,4,1,5
576310,Oracle,0.79,108,99,207
576320,Economic Conquest,3.99,23,21,44
576370,Cubians VR,6.99,10,2,12
576380,Adventures of Abrix,3.99,13,6,19
576390,365 Days,6.99,10,17,27
576400,Elisa: the Innkeeper,3.99,70,25,95
57640,Broken Sword: Director's Cut,4.99,1131,108,1239
576410,Nihilist Simulator,0.79,34,4,38
576420,The Curse Of Yendor,3.99,45,1,46
576470,ANIMALITY,1.59,404,119,523
576480,Drunken Fight Simulator,1.69,15,11,26
576500,Evergarden,7.19,32,2,34
57650,Dungeons,6.99,214,266,480
576540,Brother Wings,0.79,39,22,61
576560,Pain Train,3.99,464,365,829
576590,Puzzle Wishes,2.89,9,5,14
576620,The Puzzle Room VR ( Escape The Room ),9.99,38,9,47
576650,Fovos VR,0.00,48,16,64
576660,Snake Party,0.79,10,17,27
576670,Sky Is Arrows,6.99,10,4,14
576700,Hollow Halls,1.99,0,5,5
576720,Light and Dance VR - Music, Action, Relaxation,6.19,15,5,20
576730,Spirit of Maya,1.69,26,15,41
576740,FootRock 2,0.79,40,9,49
576750,Ropes And Dragons VR,0.79,39,9,48
576770,Low Magic Age,7.19,1053,102,1155
576800,Final Bravely,3.99,13,1,14
57680,The First Templar - Steam Special Edition,6.99,473,208,681
576810,2 Ninjas 1 Cup,0.79,97,22,119
576820,Colourise,6.49,4,0,4
576840,RAYGUN COMMANDO VR,0.00,55,7,62
576860,Summer Nightmare,0.00,195,181,376
576880,Blackwater Bayou VR,0.79,40,79,119
57690,Tropico 4,12.49,8740,827,9567
576940,Hunt For Gods,0.00,59,30,89
576950,Westard,11.39,21,10,31
576960,Out of The Box,11.99,55,12,67
576980,Western 1849 Reloaded,3.99,88,23,111
577000,Witchcraft,3.99,6,0,6
57700,Who's That Flying?!,3.99,98,42,140
577080,A Dump in the Dark,1.69,117,64,181
577120,Archipelago: Navigable VR Comic,3.99,1,1,2
577150,ICEBOX: Speedgunner,3.99,17,0,17
577160,Skyling: Garden Defense,0.79,7,0,7
577180,Sin Castle,3.99,75,19,94
577210,Q.U.I.R.K.™,0.00,25,10,35
577230,Three Kingdoms: The Last Warlord , 三国志:汉末霸业,1128,356,1484
577270,VR Aquarium -雅-,3.99,11,0,11
577280,SCALPERS: Turtle & the Moonshine Gang,6.99,29,10,39
577290,Drunk or Dead,7.19,50,5,55
577320,Quantic Pinball,2.79,2,3,5
577330,Road Fist,4.79,5,6,11
577360,Luna and the Moonling,11.39,11,1,12
577370,Boost,5.99,2,2,4
577380,Draw The Way,4.79,15,0,15
577390,MAKE IT as an Artist,0.00,73,16,89
57740,Jagged Alliance - Back in Action,14.99,730,345,1075
577410,The Pit: Infinity,15.49,47,13,60
577440,Kygo 'Carry Me' VR Experience,1.59,24,3,27
577470,Last Days Of Tascaria,15.49,7,0,7
577480,Higurashi When They Cry Hou - Ch. 5 Meakashi,5.59,126,6,132
577490,Minos Strategos,5.59,23,1,24
577530,Pixel Ripped 1989,19.49,57,6,63
577560,Wizard King,3.99,8,1,9
577570,Mage Guard: The Last Grimoire,14.99,2,3,5
577580,Gladiator: Sword of Vengeance,5.79,21,6,27
577640,Space Station Loma: OPERATIONS,10.59,4,1,5
577670,Demolish & Build 2018,7.19,138,67,205
577690,Spooky's Jump Scare Mansion: HD Renovation,6.99,342,29,371
577700,THE VIDEOKID,2.89,68,2,70
577730,Idle Evolution,3.49,86,27,113
577740,Winexy,0.72,65,39,104
577760,Tears of a Dragon,3.99,16,2,18
577780,Atramentum VR,1.59,4,3,7
577800,NBA 2K18,39.99,4832,12067,16899
577850,Tiny Wheels,1.59,22,4,26
577890,Arena: Blood on the Sand VR,3.99,0,8,8
577910,Ghost Blade HD,6.99,31,3,34
577940,Killer Instinct,29.99,1301,175,1476
577970,Punch Planet,15.49,48,1,49
577980,Messiah,10.99,8,4,12
577990,Ignition,6.99,60,10,70
57800,Doc Clock: The Toasted Sandwich of Time,2.99,79,92,171
578010,Australian Football Coach,9.99,3,5,8
578060,Noda,10.29,9,0,9
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,26.99,496184,487076,983260
578180,Lost Base Escape,0.79,52,113,165
578190,Diesel Power,4.79,11,1,12
578210,A-Tech Cybernetic VR,15.90,229,34,263
578250,Invention,0.79,213,75,288
578260,Fluffy,0.79,34,17,51
578310,BRAIN / OUT,0.00,8343,2112,10455
578320,Dark Parables: Jack and the Sky Kingdom Collector's Edition,6.99,3,0,3
578330,LEGO® City Undercover,24.99,779,327,1106
578350,Element TD,0.79,23,12,35
578360,Dark Dimensions: City of Fog Collector's Edition,6.99,2,1,3
578390,Remnith,6.99,18,4,22
578420,Mars Underground,7.19,10,0,10
578430,Puzzle Puppers,3.99,54,1,55
578440,冒险村传说（Tales of Legends）,1.69,23,31,54
578470,Break Time!,0.00,17,7,24
578590,City Siege: Faction Island,2.09,21,9,30
578610,Super Pixel Smash,5.59,11,1,12
578620,GORN,14.99,3357,124,3481
578660,Kindled Cavern,3.99,9,2,11
578670,Conquest: Frontier Wars,4.79,7,0,7
578690,Dog Duty,4.79,14,1,15
578720,A Mortician's Tale,7.19,204,126,330
578740,SECLUSION,3.99,2,2,4
578800,Phantom,18.99,65,101,166
578830,Cavern of Time,2.79,30,13,43
578850,64.0,1.99,813,83,896
578870,MegaGlest,0.79,19,2,21
578880,Embrace The Fear,4.79,6,2,8
578890,Selatria: Advent of the Dakk'rian Empire,3.99,10,0,10
578900,Demonheart,19.49,212,5,217
578920,Demon Lord,4.99,12,9,21
578930,kuso,3.99,116,5,121
57900,Duke Nukem Forever,14.99,4433,2243,6676
579020,Constructor,24.99,334,146,480
579030,GridVR,1.99,0,1,1
579040,DEFCON VR,0.00,4,6,10
579050,VRSailing by BeTomorrow,0.00,50,6,56
579080,Snow Games VR,0.00,4,6,10
579110,Interkosmos,3.99,107,8,115
579130,LightStrike,2.79,9,7,16
579150,Riot of the numbers,0.79,16,10,26
579160,A God-Like Backhand!,0.79,2,3,5
579180,Ys VIII: Lacrimosa of DANA / イースVIII-Lacrimosa of DANA-,44.99,748,415,1163
579210,Syndrome VR,15.49,4,8,12
579230,Alpacapaca Dash,0.79,99,12,111
579330,The Sorceress,3.99,3,11,14
579490,RUSH: A Disney • PIXAR Adventure,14.99,16,10,26
579580,The Source of Evil,4.79,0,1,1
579720,Neverout,4.99,14,4,18
579760,The Journey Down: Chapter Three,14.99,191,20,211
579780,Mental Asylum VR,3.99,19,9,28
579820,Robinson: The Journey,16.66,107,94,201
579840,Bloody Trapland 2: Curiosity,15.49,66,29,95
579870,Biosupremacy,3.99,2,3,5
579940,Race for the Galaxy,6.99,72,18,90
579950,Marvel's Guardians of the Galaxy: The Telltale Series,11.99,1425,215,1640
579980,Lost Eden,6.99,23,2,25
